X,Y,OBJECTID,INTR_ID,GIS_XCOORD,GIS_YCOORD,COMPKEY,COMPTYPE,UNITID,SUBAREA,UNITDESC,ARTERIALCLASSCD,SIGNAL_MAINT_DIST,SIGNAL_TYPE,SHAPE_LNG,SHAPE_LAT
1281177.730620726943016,249908.33169986307621,519,6253,1281177.73062,249908.3317,24706,13,6360,NE,34TH AVE NE AND NE 65TH W ST,2, ,NONE,-122.291628268474,47.6757822379285
1269843.413041114807129,221856.068759128451347,520,12621,1269843.41304,221856.06876,30371,13,43212,DWNTN,ALASKAN E RDWY WAY S AND S KING ST,0, ,NONE,-122.335404902127,47.5982939109542
1275495.857974901795387,236845.410470485687256,521,9740,1275495.85797,236845.41047,28231,13,30301,NE,DELMAR DR E AND E LYNN ST,2, ,NONE,-122.313667708331,47.6396795653381
1262275.279401361942291,239720.491945430636406,522,9027,1262275.2794,239720.49195,27857,13,28501,MGNL-QA,8TH AVE W AND W BARRETT E ST,0, ,NONE,-122.367516706544,47.6468502291847
1269194.264624446630478,270762.926537215709686,523,2485,1269194.26462,270762.92654,35717,13,219128,NW,ROOSEVELT WAY N AND N 143RD ST,3, ,NONE,-122.341921046202,47.7323108458109
1280157.600059673190117,213759.936142846941948,524,14032,1280157.60006,213759.93614,31491,13,52338,SE,31ST AVE S AND S MOUNT BAKER EB BV,3, ,NONE,-122.292985465137,47.5766466272302
1261635.01956070959568,247691.011761590838432,525,6891,1261635.01956,247691.01176,25422,13,12704,BLRD,11TH AVE NW AND NW MARKET ST,1, ,NONE,-122.370759610335,47.6686619185037
1259842.238758876919746,197172.769405856728554,526,17674,1259842.23876,197172.76941,34920,13,76506,DLRD,32ND AVE SW AND SW ELMGROVE ST,0, ,NONE,-122.373930041131,47.5300960926762
1273132.034100487828255,246120.704175978899002,527,7313,1273132.0341,246120.70418,25866,13,14721,LKUN-NW,4TH AVE NE AND NE 50TH ST,1, ,NONE,-122.323983110673,47.6649778367081
1286689.805890366435051,244510.862254336476326,528,7851,1286689.80589,244510.86225,27303,13,25101,NE,55TH AVE NE AND NE 45TH ST,0, ,NONE,-122.268849114645,47.6612718715666
1279763.281723275780678,201065.300353839993477,529,16922,1279763.28172,201065.30035,34333,13,72262,GRDWM,30TH AVE S AND S HOLLY PL,0, ,NONE,-122.293606863701,47.5418301455355
1252192.583455041050911,213184.689550250768661,530,14162,1252192.58346,213184.68955,31727,13,53155,SW,SW HINDS ST AND DEAD END 1 ,0, ,NONE,-122.406212536976,47.5735594603973
1279896.724539414048195,219014.498964220285416,531,12991,1279896.72454,219014.49896,30711,13,45454,CNTRL,YAKIMA AVE S AND DEAD END,0, ,NONE,-122.294446356798,47.5910357988005
1257741.927716732025146,199008.735871732234955,532,17309,1257741.92772,199008.73587,33818,13,68337,SW,GLENRIDGE WAY SW AND SW AUSTIN ST,0, ,NONE,-122.382579582585,47.5350127804324
1280072.481083586812019,221069.932950332760811,533,12715,1280072.48108,221069.93295,30631,13,45303,CNTRL,30TH AVE S AND S LANE ST,0, ,NONE,-122.293892303539,47.5966788823067
1274890.683190286159515,243670.831789463758469,534,8074,1274890.68319,243670.83179,27087,13,23127,NE,11TH AVE NE AND NE 42ND ST,1, ,CITY,-122.316655660433,47.6583559542571
1285724.264513373374939,205430.100102305412292,535,15987,1285724.26451,205430.1001,33481,13,66172,SE,51ST AVE S AND S MAYFLOWER ST,0, ,NONE,-122.269806539562,47.5541016375673
1284645.414208278059959,257295.350459426641464,536,4469,1284645.41421,257295.35046,37816,13,235310,NE,NE 93RD ST AND NE 94TH ST,0, ,NONE,-122.278117779803,47.6962093210873
1274735.396406129002571,208117.347721070051193,537,15372,1274735.39641,208117.34772,33062,13,64102,GRDWM,AUGUSTA PL S AND DEAD END,0, ,NONE,-122.314509111159,47.5608963354762
1254561.331233471632004,208621.151625573635101,538,15280,1254561.33123,208621.15163,31998,13,54732,SW,50TH AVE SW AND SW ALASKA ST,0, ,NONE,-122.396242826058,47.5611834525315
1262722.318377822637558,205734.840198621153831,539,15915,1262722.31838,205734.8402,32953,13,62305,DLRD,DELRIDGE WAY SW AND SW BRANDON ST,1, ,CITY,-122.362963150618,47.5537217610815
1269913.92107318341732,230941.066656440496445,540,11023,1269913.92107,230941.06666,28770,13,35315,LKUN,BOREN AVE N AND REPUBLICAN ST,2, ,NONE,-122.335838058718,47.6231993659366
1284952.634432584047318,251821.011893808841705,541,5742,1284952.63443,251821.01189,24828,13,7318,NE,48TH AVE NE AND DEAD END 2,0, ,NONE,-122.276453613398,47.6812199619398
1276390.574647814035416,222964.136344268918037,542,12445,1276390.57465,222964.13634,30728,13,45512,CNTRL,18TH AVE AND E YESLER WAY,2, ,CITY,-122.308959488709,47.6016783289522
1278100.17004157602787,204437.173381298780441,543,16216,1278100.17004,204437.17338,33266,13,65320,GRDWM,25TH AVE S AND S ORCAS ST,3, ,NONE,-122.300599390556,47.5509857177048
1284149.175359770655632,249190.499507114291191,544,6468,1284149.17536,249190.49951,26095,13,16104,NE,45TH AVE NE AND NE 62ND ST,0, ,NONE,-122.27951408069,47.6739683788527
1256792.442403748631477,205915.586182802915573,545,15865,1256792.4424,205915.58618,32802,13,61308,SW,CALIFORNIA AVE SW AND SW BRANDON ST,2, ,NONE,-122.386986942972,47.5538915329294
1255603.708706542849541,201075.125121846795082,546,16919,1255603.70871,201075.12512,33875,13,68545,SW,46TH AVE SW AND SW FRONTENAC ST,0, ,NONE,-122.391403083883,47.5405582786478
1280398.222651928663254,197856.580734550952911,547,17539,1280398.22265,197856.58073,34361,13,72323,GRDWM,32ND AVE S AND S PORTLAND ST,0, ,NONE,-122.290790602473,47.5330680436851
1266101.459501281380653,270538.380488976836205,548,2514,1266101.4595,270538.38049,35810,13,219654,NW,PHINNEY AVE N AND DEAD END 2,0, ,NONE,-122.354468410652,47.7315284852785
1257462.794020444154739,219956.879509180784225,549,12861,1257462.79402,219956.87951,35561,13,147308,SW,PALM AVE SW AND SW DONALD ST,0, ,NONE,-122.385419541282,47.5924148599873
1286924.4941466152668,200511.053953275084496,550,17020,1286924.49415,200511.05395,34629,13,74527,SE,55TH AVE S AND S WILLOW ST,0, ,NONE,-122.26457637542,47.540679757337
1259380.504614397883415,258397.983932554721832,551,4235,1259380.50461,258397.98393,36936,13,230251,BLRD,19TH AVE NW AND DEAD END 2,0, ,NONE,-122.380781683324,47.6978851345756
1261971.975209057331085,234865.757604449987411,552,10201,1261971.97521,234865.7576,27976,13,28853,MGNL-QA,W GARFIELD ST AND DEAD END 2,0, ,NONE,-122.368354111489,47.6335271017393
1258297.252645298838615,256216.572090312838554,553,4723,1258297.25265,256216.57209,36970,13,230342,BLRD,23RD AVE NW AND NW 87TH ST,0, ,NONE,-122.385001150878,47.6918462537044
1272038.371123358607292,215069.548432186245918,554,13764,1272038.37112,215069.54843,31368,13,51708,GRDWM,6TH AVE S AND S LANDER ST,2, ,CITY,-122.325976675959,47.5798093252821
1265823.474732995033264,233866.17744342982769,555,10449,1265823.47473,233866.17744,28835,13,35526,MGNL-QA,2ND AVE N AND LEE ST,0, ,NONE,-122.352655975308,47.6309968260703
1255307.023906230926514,216470.987153619527817,556,13500,1255307.02391,216470.98715,31151,13,48709,SW,49TH AVE SW AND DEAD END 1 ,0, ,NONE,-122.393867891877,47.5827407607832
1262078.381865158677101,193150.612089738249779,557,18424,1262078.38187,193150.61209,34891,13,76336,DLRD,25TH AVE SW AND SW CAMBRIDGE ST,0, ,NONE,-122.364556421461,47.5191939201231
1273831.927093207836151,242482.668972253799438,558,8425,1273831.92709,242482.66897,27117,13,23170,NE,7TH AVE NE AND NE NORTHLAKE PL,0, ,NONE,-122.32085788845,47.6550432072246
1272074.048563405871391,221834.512279108166695,559,12627,1272074.04856,221834.51228,30516,13,44551,DWNTN,6TH AVE S AND S KING ST,3, ,NONE,-122.326363885191,47.5983538188297
1260035.084327071905136,203813.530756652355194,560,16346,1260035.08433,203813.53076,33003,13,62723,DLRD,32ND AVE SW AND SW RAYMOND ST,0, ,NONE,-122.373687596704,47.5483086203746
1263342.185002461075783,212172.529037222266197,561,14454,1263342.185,212172.52904,32028,13,55214,DLRD,W SEATTLE BR WB-CHELAN OFF RP AND W SEATTLE BR WB OFF RP,1, ,NONE,-122.36097088293,47.5714009021323
1287602.658371299505234,251097.887157067656517,562,5946,1287602.65837,251097.88716,25005,13,8720,NE,58TH AVE NE AND NE 70TH ST,3, ,NONE,-122.265642851118,47.6793735911918
1286415.687234088778496,255235.828665316104889,563,4940,1286415.68723,255235.82867,37851,13,235360,NE,54TH AVE NE AND NE 85TH ST,0, ,NONE,-122.270774186465,47.6906550460191
1285406.996801048517227,243758.654125556349754,564,8056,1285406.9968,243758.65413,27329,13,25129,NE,50TH AVE NE AND NE 42ND ST,0, ,NONE,-122.273996733695,47.6591443491105
1254113.526561006903648,255864.408761948347092,565,4796,1254113.52656,255864.40876,23807,13,1102,BLRD,GOLDEN GARDENS DR NW AND SEAVIEW PL NW,2, ,NONE,-122.401956133938,47.6906484946236
1262911.675690025091171,232837.737378373742104,566,10640,1262911.67569,232837.73738,28599,13,34158,MGNL-QA,6TH AVE W AND W KINNEAR PL,0, ,NONE,-122.364379939094,47.6280197272152
1275206.066486611962318,267274.606533646583557,567,2895,1275206.06649,267274.60653,35885,13,220321,N-NW,NE 130TH ST AND DEAD END 2,0, ,NONE,-122.31722285409,47.7230699220136
1257173.28413213789463,258439.222716599702835,568,4225,1257173.28413,258439.22272,37018,13,230702,BLRD,26TH AVE NW AND NW 95TH ST,0, ,NONE,-122.389746505715,47.6978761478376
1277113.83020056784153,202810.753923624753952,569,16548,1277113.8302,202810.75392,33399,13,65764,GRDWM,23RD AVE S AND S GRAHAM ST,2, ,NONE,-122.304466885565,47.5464760942208
1270080.457009360194206,202754.209155574440956,570,16557,1270080.45701,202754.20916,34244,13,71660,GRDWM,EAST MARGINAL WAY S AND S FRONT ST,1, ,NONE,-122.332935741935,47.5459489615471
1268304.432175546884537,259778.140605956315994,571,3940,1268304.43218,259778.14061,37291,13,232117,NW,AURORA AVE N AND N 101ST ST,1, ,NONE,-122.344659686651,47.7021542262839
1274164.187189534306526,249454.304947391152382,572,6397,1274164.18719,249454.30495,25707,13,14112,NE,8TH AVE NE AND NE 63RD ST,1, ,NONE,-122.320056436702,47.6741698765806
1282819.000382408499718,248551.343538463115692,573,6654,1282819.00038,248551.34354,26198,13,16516,NE,40TH AVE NE AND NE 60TH ST,3, ,NONE,-122.28486339175,47.6721478021823
1279826.745915338397026,211080.754060104489326,574,46087,1279826.74592,211080.75406,164721,13,58259,SE,30TH AVE S AND DEAD END 2,0, ,NONE,-122.294119628778,47.5692857854698
1276567.97087199985981,229524.297118976712227,575,11306,1276567.97087,229524.29712,29373,13,37735,CNTRL-E,18TH AVE E AND E JOHN ST,0, ,NONE,-122.308750336169,47.6196689600248
1269011.817264258861542,245949.974959805607796,576,7371,1269011.81726,245949.97496,25545,13,13347,LKUN,STONE WAY N AND N 49TH ST,2, ,NONE,-122.340687468755,47.6642898678157
1254630.247457534074783,200568.968833327293396,577,17009,1254630.24746,200568.96883,33890,13,68704,SW,LEDROIT CT SW AND SW LEDROIT PL,0, ,NONE,-122.395301861562,47.5391168450971
1281892.485181450843811,204724.151941582560539,578,16142,1281892.48518,204724.15194,33614,13,66712,SE,RENTON AVE S AND S FINDLAY ST,0, ,NONE,-122.285267313251,47.5519695011316
1280636.736060172319412,201172.794753953814507,579,16900,1280636.73606,201172.79475,34548,13,73657,GRDWM,33RD PL S AND S HOLLY PL,0, ,NONE,-122.290079359896,47.5421701676227
1284527.91404815018177,249064.502706989645958,580,6502,1284527.91405,249064.50271,26102,13,16114,NE,VASSAR AVE NE AND NE 62ND ST,0, ,NONE,-122.277967445061,47.6736425219651
1270208.806705489754677,194302.569850921630859,581,18233,1270208.80671,194302.56985,35189,13,78705,GRDWM,2ND AVE S AND S HENDERSON ST,0, ,NONE,-122.331749873529,47.5227901106476
1260793.744167849421501,214197.629071295261383,582,13933,1260793.74417,214197.62907,31197,13,49708,SW,HARBOR AVE SW AND SW HARBOR LN,2, ,NONE,-122.371456568224,47.5768124411559
1280061.09343558549881,253904.07416795194149,583,5231,1280061.09344,253904.07417,24650,13,6252,NE,NE 80TH ST AND DEAD END 2,0, ,NONE,-122.296468407441,47.6866764241467
1262102.492713183164597,212187.50145323574543,584,14436,1262102.49271,212187.50145,32113,13,55616,SW,26TH AV SW ON RP AND SW SPOKANE SR ST,1, ,NONE,-122.365993116286,47.5713743698654
1267495.561518713831902,197022.563197702169418,585,17720,1267495.56152,197022.5632,34969,13,77253,DLRD,6TH AVE SW AND SW ELMGROVE ST,0, ,NONE,-122.342944861295,47.530100162896
1263454.085162580013275,260162.732478350400925,586,3877,1263454.08516,260162.73248,37110,13,231117,NW,7TH AVE NW AND DEAD END 1,0, ,NONE,-122.364385181294,47.7029455463865
1256590.563875541090965,199754.110080495476723,587,17188,1256590.56388,199754.11008,33932,13,68853,SW,CALIFORNIA AVE SW AND SW FONTANELLE ST,3, ,NONE,-122.387300502536,47.5369921659909
1264574.382891714572906,239690.584489390254021,588,9040,1264574.38289,239690.58449,27760,13,28103,MGNL-QA,1ST AVE W AND W FLORENTIA ST,3, ,NONE,-122.358188900803,47.646893518123
1277355.856184810400009,269191.723207607865334,589,2667,1277355.85618,269191.72321,36095,13,221525,N,19TH AVE NE AND NE 137TH ST,0, ,NONE,-122.308639486166,47.7284379880797
1271692.514611005783081,198665.972863391041756,590,17366,1271692.51461,198665.97286,34261,13,71719,GRDWM,S AUSTIN ST AND S RIVERSIDE DR,0, ,NONE,-122.326088605164,47.5348291300477
1260600.005159646272659,253695.732151731848717,591,5293,1260600.00516,253695.73215,24149,13,3534,BLRD,MARY AVE NW AND NW 77TH ST,0, ,NONE,-122.375447805654,47.6850636982766
1273767.519797131419182,196640.118397310376167,592,17769,1273767.5198,196640.1184,35082,13,78117,GRDWM,12TH AVE S AND CITY LIMITS,0, ,NONE,-122.317532016732,47.5293863263268
1279497.154363006353378,252919.407286942005157,593,5477,1279497.15436,252919.40729,24648,13,6145,NE,27TH AVE NE AND DEAD END 1,0, ,NONE,-122.298681472627,47.6839480511012
1276395.546167820692062,223328.030872642993927,594,12393,1276395.54617,223328.03087,30722,13,45506,CNTRL,18TH AVE AND E FIR ST,0, ,NONE,-122.308967622221,47.6026760201365
1287389.705027088522911,252408.808630421757698,595,5597,1287389.70503,252408.80863,24998,13,8706,NE,57TH AVE NE AND NE 75TH ST,0, ,NONE,-122.266606278331,47.6829559689273
1279739.56946724653244,211952.817548990249634,596,14591,1279739.56947,211952.81755,32430,13,58137,SE,CLAREMONT AVE S AND DEAD END,0, ,NONE,-122.294539775498,47.571671572245
1279748.676923260092735,251751.625141739845276,597,5758,1279748.67692,251751.62514,24707,13,6451,NE,28TH AVE NE AND NE 72ND N ST,0, ,NONE,-122.297570327463,47.6807602998659
1264488.017963632941246,269546.625735968351364,598,2626,1264488.01796,269546.62574,35601,13,218127,NW,3RD AVE NW AND NW 137TH ST,3, ,NONE,-122.360943373777,47.7287225360617
1273109.675060465931892,196970.130813643336296,599,17728,1273109.67506,196970.13081,35079,13,78110,GRDWM,10TH AVE S AND DALLAS AVE S,0, ,NONE,-122.320220123124,47.5302560726217
1272955.568436309695244,262404.477888658642769,600,3525,1272955.56844,262404.47789,36598,13,226854,N-NW,3RD AVE NE AND NE 112TH ST,0, ,NONE,-122.325980824206,47.7096017561204
1262939.830314055085182,254332.201400384306908,601,5148,1262939.83031,254332.2014,24137,13,3522,BLRD,8TH AVE NW AND NW 80TH ST,2, ,CITY,-122.366001732151,47.6869363577347
1266452.920365646481514,239186.747560873627663,602,9146,1266452.92037,239186.74756,28056,13,29512,MGNL-QA,FULTON ST AND NOB HILL AVE N,0, ,NONE,-122.350529041918,47.6456143068812
1271398.421042710542679,254148.050360202789307,603,5185,1271398.42104,254148.05036,24531,13,5515,NW,BAGLEY AVE N AND N 80TH E ST,2, ,NONE,-122.331651556468,47.686888237639
1273285.518132641911507,263360.523969635367393,604,3390,1273285.51813,263360.52397,36568,13,226701,N-NW,4TH AVE NE AND NE 115TH ST,0, ,NONE,-122.324716137003,47.7122397803458
1262974.920746088027954,250337.477044299244881,605,6131,1262974.92075,250337.47704,25252,13,12114,BLRD-NW,CLEOPATRA PL NW AND NW 65TH ST,2, ,NONE,-122.365536399993,47.6759889742415
1268342.286383584141731,232408.913569942116737,606,10731,1268342.28638,232408.91357,28731,13,35124,MGNL-QA,DEXTER AVE N AND ALOHA ST,2, ,CITY,-122.342326605195,47.6271383834549
1257131.620900094509125,243765.062573567032814,607,8054,1257131.6209,243765.06257,26511,13,20532,MGNL-QA,25TH AVE W AND GILMAN AVE W,2, ,NONE,-122.388711362082,47.6576530895921
1278079.008569553494453,253858.756791904568672,608,5241,1278079.00857,253858.75679,24738,13,6533,NE,22ND AVE NE AND NE 80TH ST,0, ,NONE,-122.304510702636,47.6864486213751
1272810.346548154950142,222430.797463715076447,609,12537,1272810.34655,222430.79746,30531,13,44651,DWNTN,S MAIN ST AND DEAD END 1,0, ,NONE,-122.323426933719,47.6000273426854
1280933.565500468015671,230464.151711940765381,610,11110,1280933.5655,230464.15171,29465,13,38724,CNTRL,32ND AVE E AND E HARRISON ST,3, ,NONE,-122.291124169396,47.6224731643242
1254464.930337369441986,250704.200628668069839,611,6037,1254464.93034,250704.20063,23857,13,1349,BLRD,NW 66TH ST AND DEAD END 1,0, ,NONE,-122.400103081193,47.6765244301837
1267161.49303837120533,237948.82320761680603,612,9442,1267161.49304,237948.82321,27990,13,29653,MGNL-QA,HALLADAY ST AND DEAD END 2,0, ,NONE,-122.347556249885,47.6422594684898
1284585.026880219578743,242736.685228511691093,613,8349,1284585.02688,242736.68523,27360,13,25167,NE,47TH AVE NE AND NE 39TH ST,0, ,NONE,-122.277253780011,47.6563008975754
1279493.979707002639771,221578.361750841140747,614,12650,1279493.97971,221578.36175,30612,13,45151,CNTRL,28TH AVE S AND S KING ST,0, ,NONE,-122.29627571068,47.5980423609407
1273541.213236898183823,206473.183879375457764,615,15743,1273541.21324,206473.18388,33084,13,64127,GRDWM,S PEARL ST AND DEAD END 2,0, ,NONE,-122.319216328746,47.5563266040426
1284114.700351729989052,196424.210301086306572,616,17826,1284114.70035,196424.2103,35225,13,80120,SE,45TH AVE S AND DEAD END 8 ,0, ,NONE,-122.275640118734,47.5293338549096
1256971.259683936834335,249140.301747068762779,617,6478,1256971.25968,249140.30175,25228,13,11651,BLRD,NW 60TH ST AND DEAD END 3,0, ,NONE,-122.389803043972,47.6723773283173
1255870.559266805648804,217960.797587141394615,618,13205,1255870.55927,217960.79759,31120,13,48520,SW,47TH AVE SW AND SW HOLGATE ST,0, ,NONE,-122.391707200741,47.5868555283588
1263533.021482661366463,237712.07159136235714,619,9509,1263533.02148,237712.07159,27804,13,28148,MGNL-QA,4TH AVE W AND W SMITH ST,0, ,NONE,-122.362253312546,47.6414138783857
1267170.132526382803917,196365.188989028334618,620,17844,1267170.13253,196365.18899,34964,13,77112,DLRD,7TH AVE SW AND SW THISTLE ST,0, ,NONE,-122.344209644803,47.5282808167368
1269019.949872270226479,265778.326212108135223,621,3059,1269019.94987,265778.32621,36336,13,225251,NW,STONE AVE N AND DEAD END 2,0, ,NONE,-122.342232128519,47.7186389348968
1258554.589221552014351,208503.48890545964241,622,15302,1258554.58922,208503.48891,31921,13,54349,SW,38TH AVE SW AND SW ALASKA ST,2, ,FS,-122.380062909919,47.5610821131558
1282756.217150345444679,190867.252343401312828,623,18889,1282756.21715,190867.25234,38151,13,305120,GRDWM,42ND AVE S AND DEAD END 5,0, ,NONE,-122.280714929115,47.5140322674037
1280492.170556023716927,208713.848201677203178,624,15255,1280492.17056,208713.8482,32494,13,58371,SE,33RD AVE S AND S OREGON W ST,0, ,NONE,-122.291242942162,47.5628326916278
1268262.308655500411987,229277.195422723889351,625,11342,1268262.30866,229277.19542,29515,13,39112,DWNTN,DENNY WAY AND DEXTER AVE,1, ,CITY,-122.342401853968,47.6185501645335
1260889.284135952591896,245349.222319185733795,626,7545,1260889.28414,245349.22232,25459,13,12744,BLRD,14TH AVE NW AND NW 46TH ST,2, ,NONE,-122.373595432925,47.6622023430162
1274707.962934091687202,239501.095081195235252,627,9085,1274707.96293,239501.09508,28183,13,30102,NE,BOYER AVE E AND FUHRMAN AVE E,3, ,NONE,-122.317070765108,47.6469171458423
1279900.414011418819427,225201.436570554971695,628,12084,1279900.41401,225201.43657,30069,13,41329,CNTRL,29TH AVE AND E CHERRY ST,3, ,NONE,-122.294907567668,47.6079943619728
1265711.597356885671616,229210.079134657979012,629,11370,1265711.59736,229210.07913,29720,13,39658,DWNTN,2ND AVE AND 2ND WR AVE,1, ,NONE,-122.352736817874,47.618228617773
1251058.920989885926247,241260.466346994042397,630,8741,1251058.92099,241260.46635,26425,13,19725,MGNL-QA,44TH AVE W AND W BERTONA ST,0, ,NONE,-122.413139008023,47.6504491001845
1281315.507772862911224,223024.564632326364517,631,12442,1281315.50777,223024.56463,35499,13,146506,CNTRL,EUCLID AVE AND E HURON ST,0, ,NONE,-122.289005071803,47.6021010876757
1289992.489029750227928,187943.93739640712738,632,19438,1289992.48903,187943.9374,38253,13,306334,SE,66TH AVE S AND S BANGOR ST,0, ,NONE,-122.251219915626,47.5063887014344
1258037.278757020831108,256451.230138555169106,633,4661,1258037.27876,256451.23014,36971,13,230343,BLRD,JONES PL NW AND DEAD END,0, ,NONE,-122.386075760773,47.6924750593035
1283345.153086945414543,251702.790069699287415,634,5773,1283345.15309,251702.79007,24945,13,7727,NE,43RD AVE NE AND NE 72ND ST,0, ,NONE,-122.28296911947,47.6808130947743
1274849.84171824157238,251108.8769810795784,635,5943,1274849.84172,251108.87698,24475,13,5355,NE,ROOSEVELT WAY NE AND NE 69TH ST,1, ,NONE,-122.317403366259,47.6787412936815
1274949.104950338602066,261986.203072220087051,636,3569,1274949.10495,261986.20307,36501,13,226334,N-NW,ROOSEVELT WAY NE AND NE NORTHGATE WAY,1, ,CITY,-122.317852210616,47.7085609870213
1258309.67965330183506,202092.907650887966156,637,16686,1258309.67965,202092.90765,33756,13,68112,SW,38TH AVE SW AND SW WARSAW ST,0, ,NONE,-122.380532675382,47.5434976125903
1281220.241468772292137,214357.725839450955391,638,13893,1281220.24147,214357.72584,30894,13,46853,SE,S MCCLELLAN ST AND S MOUNT BAKER WB BV,2, ,NONE,-122.288726817052,47.5783403402539
1255288.252450212836266,217476.487314641475677,639,13291,1255288.25245,217476.48731,31123,13,48525,SW,49TH AVE SW AND SW HILL ST,0, ,NONE,-122.394026555987,47.5854957200414
1288311.82598802447319,190519.900791049003601,640,18944,1288311.82599,190519.90079,38189,13,306113,SE,60TH AVE S AND S NORFOLK ST,0, ,NONE,-122.258211626429,47.5133643829477
1264313.503531455993652,257628.154811754822731,641,4398,1264313.50353,257628.15481,37157,13,231316,NW,3RD AVE NW AND NW 92ND ST,2, ,NONE,-122.360691245255,47.6960452360638
1250971.939613789319992,238246.14339990913868,642,9350,1250971.93961,238246.1434,27560,13,26537,MGNL-QA,CONSTANCE DR W AND W MONTFORT PL,0, ,NONE,-122.413240777632,47.6421822193903
1278299.532857775688171,225971.127963349223137,643,11955,1278299.53286,225971.12796,30050,13,41310,CNTRL,24TH AVE AND E MARION ST,0, ,NONE,-122.301455674233,47.6100205462341
1258061.220645055174828,240389.621162116527557,644,8919,1258061.22065,240389.62116,26474,13,20323,MGNL-QA,22ND AVE W AND W DRAVUS ST,2, ,NONE,-122.384663966059,47.6484526852438
1276211.693367645144463,234147.902627721428871,645,10378,1276211.69337,234147.90263,29303,13,37507,E,AUBURN PL E AND E GALER ST,3, ,NONE,-122.310554546639,47.6323234532985
1272421.974835753440857,250726.889396697282791,646,6029,1272421.97484,250726.8894,24595,13,5739,NW,2ND AVE NE AND WOODLAWN S AVE NE,3, ,NONE,-122.327227066867,47.6775655033639
1286354.914626032114029,200201.18540894985199,647,17094,1286354.91463,200201.18541,34633,13,74533,SE,SEWARD PARK AVE S AND S FRONTENAC ST,2, ,NONE,-122.266858626602,47.5398013401243
1270084.977969363331795,218939.33838814496994,648,13001,1270084.97797,218939.33839,30388,13,43319,GRDWM,1ST AVE S AND S ATLANTIC ST,1, ,CITY,-122.334195454495,47.590312164222
1262817.677353918552399,209079.841418042778969,649,15218,1262817.67735,209079.84142,32071,13,55335,DLRD,23RD AVE SW AND SW OREGON ST,2, ,NONE,-122.362846267136,47.5628954383839
1281476.112189024686813,223252.427160561084747,650,12412,1281476.11219,223252.42716,30342,13,42771,CNTRL,E SUPERIOR ST AND DEAD END,0, ,NONE,-122.288371654385,47.6027339849299
1250441.585437253117561,239321.313961014151573,651,9109,1250441.58544,239321.31396,27544,13,26507,MGNL-QA,46TH AVE W AND W ARMOUR ST,0, ,NONE,-122.415481384573,47.6450992950952
1258597.788709595799446,200690.831233456730843,652,16989,1258597.78871,200690.83123,33789,13,68303,SW,37TH AVE SW AND SW MYRTLE ST,0, ,NONE,-122.379252370487,47.5396704798622
1286793.698882475495338,252139.458742141723633,653,5659,1286793.69888,252139.45874,24812,13,7301,NE,55TH AVE NE AND NE 74TH ST,3, ,NONE,-122.269005076037,47.6821872241059
1273743.193909108638763,202494.162307307124138,654,16623,1273743.19391,202494.16231,34190,13,71251,GRDWM,S ALBRO PL AND S EDDY ST,1, ,NONE,-122.318087606594,47.5454308676754
1273426.667828783392906,220692.035477936267853,655,12773,1273426.66783,220692.03548,491304,13,44462,GRDWM,I5 SB COLLECTOR AND I5 SB - I90 EB ON RP,5, ,NONE,-122.320793083719,47.595294120595
1275601.708855018019676,241094.243498831987381,656,8780,1275601.70885,241094.2435,27154,13,23316,NE,UNIVERSITY WAY NE AND NE BOAT ST,0, ,NONE,-122.313569904369,47.6513311127328
1271163.751986473798752,231561.58275306224823,657,10904,1271163.75199,231561.58275,29182,13,36852,LKUN,YALE AVE N AND DEAD END 1,0, ,NONE,-122.330819843996,47.6249669618936
1270372.958001658320427,244046.648493856191635,658,7988,1270372.958,244046.64849,26809,13,22124,LKUN,BURKE AVE N AND N 43RD ST,0, ,NONE,-122.335013940996,47.6591458708921
1273841.440309211611748,230837.833376333117485,659,11047,1273841.44031,230837.83338,29018,13,36330,E,10TH AVE E AND E REPUBLICAN ST,0, ,NONE,-122.319906634759,47.6231254990311
1281143.784764692187309,264253.432258546352386,660,3276,1281143.78476,264253.43226,36628,13,227130,N,33RD AVE NE AND DEAD END,0, ,NONE,-122.292870323838,47.7151002354868
1281945.287485510110855,201525.265538305044174,661,16834,1281945.28749,201525.26554,34527,13,73516,GRDWM,38TH AVE S AND S WARSAW ST,0, ,NONE,-122.284809218735,47.5432040711825
1277235.10482469201088,204140.012164995074272,662,16272,1277235.10482,204140.01217,33408,13,65853,GRDWM,S JUNEAU ST AND DEAD END 2,0, ,NONE,-122.304078780393,47.5501259335657
1282166.769725739955902,224132.160409465432167,663,12247,1282166.76973,224132.16041,30333,13,42748,CNTRL,RANDOLPH AVE AND E TERRACE ST,0, ,NONE,-122.285639891334,47.6051810984208
1258697.759269699454308,259622.091965809464455,664,3979,1258697.75927,259622.09197,36907,13,230139,BLRD,21ST AVE NW AND NW 99TH ST,0, ,NONE,-122.383653806268,47.7012026545666
1261673.153064757585526,251015.0035729855299,665,5976,1261673.15306,251015.00357,24200,13,3751,BLRD,11TH AVE NW AND NW 67TH ST,0, ,NONE,-122.370874390754,47.677774859665
1277651.585081115365028,267084.03629344701767,666,2918,1277651.58508,267084.03629,36120,13,221717,N,20TH AVE NE AND DEAD END 3,0, ,NONE,-122.307274061525,47.7226764071226
